53.0,71.0,47.0,188.0,41.0,0.0,0.0,0,1,1,0,0,1
89.0,73.0,51.0,207.0,139.0,4.0,1.0,0,1,1,0,0,1
24.0,69.0,51.0,219.0,83.0,3.0,1.0,0,1,1,0,0,1
27.0,69.0,8.0,263.0,,,,0,1,1,0,1,0
93.0,73.0,47.0,265.0,28.0,2.0,0.0,1,0,1,0,0,1
51.0,71.0,48.0,285.0,32.0,4.0,1.0,0,1,1,0,0,1
67.0,73.0,19.0,285.0,57.0,3.0,0.0,0,1,1,0,0,1
16.0,68.0,49.0,308.0,28.0,2.0,0.0,0,1,1,0,0,1
84.0,73.0,42.0,334.0,37.0,4.0,0.0,0,1,1,0,0,1
91.0,73.0,47.0,340.0,,,,0,1,1,0,1,0
92.0,73.0,44.0,340.0,310.0,1.0,0.0,1,0,1,0,0,1
58.0,71.0,47.0,342.0,21.0,2.0,1.0,0,1,0,1,0,1
88.0,73.0,54.0,370.0,31.0,3.0,0.0,1,0,1,0,0,1
86.0,73.0,48.0,397.0,8.0,3.0,1.0,1,0,1,0,0,1
82.0,71.0,29.0,427.0,,,,1,0,1,0,1,0
81.0,73.0,52.0,445.0,6.0,4.0,1.0,1,0,1,0,0,1
80.0,72.0,46.0,482.0,26.0,3.0,0.0,1,0,0,1,0,1
78.0,72.0,48.0,515.0,210.0,3.0,0.0,1,0,1,0,0,1
76.0,72.0,52.0,545.0,46.0,3.0,1.0,1,0,0,1,0,1
64.0,72.0,48.0,583.0,32.0,1.0,0.0,0,1,0,1,0,1
72.0,72.0,26.0,596.0,4.0,3.0,1.0,1,0,1,0,0,1
71.0,72.0,47.0,630.0,31.0,3.0,0.0,1,0,1,0,0,1
69.0,72.0,47.0,670.0,10.0,2.0,0.0,1,0,1,0,0,1
7.0,68.0,50.0,675.0,51.0,4.0,0.0,0,1,1,0,0,1
23.0,69.0,58.0,733.0,3.0,3.0,0.0,0,1,1,0,0,1
63.0,71.0,32.0,841.0,27.0,3.0,1.0,1,0,1,0,0,1
30.0,69.0,44.0,852.0,16.0,4.0,0.0,0,1,1,0,0,1
59.0,71.0,41.0,915.0,78.0,2.0,0.0,1,0,1,0,0,1
56.0,71.0,38.0,941.0,67.0,4.0,0.0,1,0,1,0,0,1
50.0,71.0,45.0,979.0,83.0,0.0,0.0,0,1,0,1,0,1
46.0,71.0,48.0,995.0,2.0,2.0,0.0,0,1,0,1,0,1
21.0,69.0,43.0,1032.0,8.0,2.0,0.0,0,1,1,0,0,1
49.0,71.0,36.0,1141.0,36.0,4.0,0.0,1,0,0,1,0,1
41.0,70.0,45.0,1321.0,58.0,2.0,0.0,1,0,0,1,0,1
14.0,68.0,53.0,1386.0,37.0,1.0,0.0,0,1,1,0,0,1
26.0,69.0,30.0,1400.0,,,,1,0,1,0,1,0
40.0,70.0,48.0,1407.0,41.0,4.0,0.0,1,0,0,1,0,1
34.0,69.0,40.0,1571.0,23.0,2.0,0.0,1,0,1,0,0,1
33.0,69.0,48.0,1586.0,51.0,3.0,0.0,1,0,1,0,0,1
25.0,69.0,33.0,1799.0,25.0,2.0,0.0,1,0,1,0,0,1
